email_id,date,merchant,subject,from_email,category,estimated_amount,forward_priority,notes
198f8152abc8b190,2025-08-29,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 26OCT25,DeltaAirLines@t.delta.com,Travel,,high,
198eda2e76d47e7c,2025-08-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 20OCT25,DeltaAirLines@t.delta.com,Travel,,high,
198eda151472753a,2025-08-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 28SEP25,DeltaAirLines@t.delta.com,Travel,,high,
198ed9e3f3d2fb78,2025-08-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 21SEP25,DeltaAirLines@t.delta.com,Travel,,high,
198ece2864ff2004,2025-08-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 02SEP25,DeltaAirLines@t.delta.com,Travel,,high,
198ce0d82754e1df,2025-08-21,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 24AUG25,DeltaAirLines@t.delta.com,Travel,,high,
198b57bef065dabd,2025-08-16,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 06SEP25,DeltaAirLines@t.delta.com,Travel,,high,
198a2170c80879ad,2025-08-13,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 21AUG25,DeltaAirLines@t.delta.com,Travel,,high,
19892babceb3421c,2025-08-10,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 14AUG25,DeltaAirLines@t.delta.com,Travel,,high,
19886eab956582e2,2025-08-07,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 10AUG25,DeltaAirLines@t.delta.com,Travel,,high,
1985dcbd1913a99b,2025-07-30,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 12AUG25,DeltaAirLines@t.delta.com,Travel,,high,
197d815a4fd63535,2025-07-04,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 06JUL25,DeltaAirLines@t.delta.com,Travel,,high,
19783552d29ec258,2025-06-18,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 24JUN25,DeltaAirLines@t.delta.com,Travel,,high,
1977b4d12c808e94,2025-06-16,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 01AUG25,DeltaAirLines@t.delta.com,Travel,,high,
1971ac2eb0c5d45e,2025-05-29,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 10JUN25,DeltaAirLines@t.delta.com,Travel,,high,
196e08eaa15f07e3,2025-05-17,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 22MAY25,DeltaAirLines@t.delta.com,Travel,,high,
196a88a4e14559ce,2025-05-06,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 15JUN25,DeltaAirLines@t.delta.com,Travel,,high,
196a886b04a6e690,2025-05-06,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 02JUN25,DeltaAirLines@t.delta.com,Travel,,high,
196a884cf800343a,2025-05-06,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 25MAY25,DeltaAirLines@t.delta.com,Travel,,high,
196a721a4cff8c27,2025-05-06,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 07MAY25,DeltaAirLines@t.delta.com,Travel,,high,
196a42cb52d5ddda,2025-05-05,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 07MAY25,DeltaAirLines@t.delta.com,Travel,,high,
1969714961765a15,2025-05-03,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 06MAY25,DeltaAirLines@t.delta.com,Travel,,high,
1960d4b135083be3,2025-04-06,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 17APR25,DeltaAirLines@t.delta.com,Travel,,high,
195d66e9e0245cfc,2025-03-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 11MAY25,DeltaAirLines@t.delta.com,Travel,,high,
195d663e37d35c83,2025-03-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 24APR25,DeltaAirLines@t.delta.com,Travel,,high,
195d65db4dfa97d3,2025-03-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 15APR25,DeltaAirLines@t.delta.com,Travel,,high,
195d65c163b0ca01,2025-03-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 20APR25,DeltaAirLines@t.delta.com,Travel,,high,
195d65066991ace7,2025-03-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 10APR25,DeltaAirLines@t.delta.com,Travel,,high,
195d64df1314890b,2025-03-27,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 31MAR25,DeltaAirLines@t.delta.com,Travel,,high,
19588288220fd7d8,2025-03-11,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 22MAR25,DeltaAirLines@t.delta.com,Travel,,high,
19577933802cdd05,2025-03-08,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 08MAR25,DeltaAirLines@t.delta.com,Travel,,high,
1955c97963673381,2025-03-03,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 04MAR25,DeltaAirLines@t.delta.com,Travel,,high,
19535847b16c8760,2025-02-23,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 02MAR25,DeltaAirLines@t.delta.com,Travel,,high,
19529796b5ab038b,2025-02-21,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 23FEB25,DeltaAirLines@t.delta.com,Travel,,high,
195029d91855df02,2025-02-13,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 15FEB25,DeltaAirLines@t.delta.com,Travel,,high,
19500b1a02b59f43,2025-02-13,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 27FEB25,DeltaAirLines@t.delta.com,Travel,,high,
194befc80754d923,2025-01-31,Delta Air Lines,Your Flight Receipt - MICHAEL LEO D ANGELO 09FEB25,DeltaAirLines@t.delta.com,Travel,,high,

# APPLE - 50 receipts (subscriptions + equipment)
19b1dc771233d7cd,2025-12-14,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,130.64,high,Blink subscription
19b1458cbb9f1fc1,2025-12-12,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19afe502411311ee,2025-12-08,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19ae790e6fb1d18c,2025-12-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19aa778020f06ad2,2025-11-21,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19a89bcf24d59b29,2025-11-15,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19a7b0e337157cfb,2025-11-13,Apple,Your receipt from Apple.,no_reply@email.apple.com,Equipment,,high,
19a7a833efaa547b,2025-11-13,Apple,Your receipt from Apple.,no_reply@email.apple.com,Equipment,,high,
19a73a7ba5e80eb1,2025-11-11,Apple,Your receipt from Apple.,no_reply@email.apple.com,Equipment,,high,
19a6f6ee927e9fd2,2025-11-10,Apple,Your receipt from Apple.,no_reply@email.apple.com,Equipment,,high,
19a6f296f11b4f0c,2025-11-10,Apple,Your receipt from Apple.,no_reply@email.apple.com,Equipment,,high,
19a65961f7ddc7ef,2025-11-08,Apple Store Boylston,Your receipt from Boylston Street,boylstonstreet@email.apple.com,Equipment,,high,Boston store
19a533208d049f09,2025-11-05,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19a078cad80f4ec7,2025-10-21,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
199f654a719cc076,2025-10-18,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
199f4e20035b8ee7,2025-10-18,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
199e1e2a7c82707c,2025-10-14,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
199d9ad277e3562e,2025-10-12,Apple Store SoHo,Your receipt from Apple SoHo,soho@email.apple.com,Equipment,,high,NYC store
199afafd47edec75,2025-10-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
199ad4223e84c139,2025-10-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19973f3906acd83f,2025-09-23,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
1996f12469ba71f7,2025-09-22,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
1996e18769a1bc86,2025-09-21,Apple Store SoHo,Your receipt from Apple SoHo,soho@email.apple.com,Equipment,,high,NYC store
1996e13283fbf806,2025-09-21,Apple Store SoHo,Your receipt from Apple SoHo,soho@email.apple.com,Equipment,,high,NYC store
19959e10f9f99cc2,2025-09-17,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19940f7098a4870c,2025-09-13,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19937292fb752f1f,2025-09-11,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19913bb32d18faf1,2025-09-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
1991276f82c8be18,2025-09-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
199124046ed6d33a,2025-09-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
198bbab880070b65,2025-08-18,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
198a410b9d401924,2025-08-13,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19874a4bde3b5e49,2025-08-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
198734b9121390bc,2025-08-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
1981f9d0dc89288a,2025-07-18,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
1980594fc77f38ba,2025-07-13,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
197d9286be76813d,2025-07-05,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
197d8292c7cdb98b,2025-07-05,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
197809838d3ea01d,2025-06-18,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19765adc95fdfa9f,2025-06-12,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19739b9bb14b828e,2025-06-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19738df847e4a942,2025-06-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
196e0d2785334edb,2025-05-18,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
196c60934dd6fa93,2025-05-12,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
1969a1668258b16a,2025-05-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
196993a66f53857d,2025-05-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
19645f2bf6ec2db5,2025-04-17,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
1962b8a46000bb64,2025-04-12,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
195ff9085405f5aa,2025-04-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription
195fe81e15e77cdc,2025-04-04,Apple,Your receipt from Apple.,no_reply@email.apple.com,Software,,medium,subscription

# VANTA - 5 quarterly receipts ($3,500 each = $14,000)
19a11085fd1c3440,2025-10-23,Vanta,Your receipt from Vanta Inc #2948-8375,invoice+statements+acct_1AxBNMKZI8vdAmcM@stripe.com,Software,3500.00,critical,Q4 2025
1983c5ca0a64501d,2025-07-24,Vanta,Your receipt from Vanta Inc #2457-3124,invoice+statements+acct_1AxBNMKZI8vdAmcM@stripe.com,Software,3500.00,critical,Q3 2025
19689cdd543bccbd,2025-05-01,Vanta,Your receipt from Vanta Inc #2700-5107,invoice+statements+acct_1AxBNMKZI8vdAmcM@stripe.com,Software,3500.00,critical,Q2 2025
194b87d9fdc26529,2025-01-30,Vanta,Your receipt from Vanta Inc #2884-4142,invoice+statements+acct_1AxBNMKZI8vdAmcM@stripe.com,Software,3500.00,critical,Q1 2025

# ANTHROPIC - 11 receipts (API usage)
19b109f8ea8b5864,2025-12-12,Anthropic,Your receipt from Anthropic PBC #2023-6808-8934,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
19b0c28f067ef5c7,2025-12-11,Anthropic,Your receipt from Anthropic PBC #2266-2768-7019,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
19afc14270da2662,2025-12-08,Anthropic,Your receipt from Anthropic PBC #2592-9398-5602,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
19ad38fa834045f5,2025-11-30,Anthropic,Your receipt from Anthropic PBC #2461-0539-4239,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
19aa89d0c2a2432d,2025-11-21,Anthropic,Your receipt from Anthropic PBC #2111-8899-0358,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
19a98fd2960d3f37,2025-11-18,Anthropic,Your receipt from Anthropic PBC #2714-4777-9175,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
19a3fadba24e1da9,2025-11-01,Anthropic,Your receipt from Anthropic PBC #2390-3807-0603,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
19a08f7fd9e6014a,2025-10-21,Anthropic,Your receipt from Anthropic PBC #2492-6108-7465,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
19a04b0e10858752,2025-10-21,Anthropic,Your receipt from Anthropic PBC #2212-8662-2694,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
1996e78676ca4ad9,2025-09-21,Anthropic,Your receipt from Anthropic PBC #2862-1521-8348,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage
198ce9b704cdd81a,2025-08-21,Anthropic,Your receipt from Anthropic PBC #2525-1702-6011,invoice+statements@mail.anthropic.com,Infrastructure,,high,API usage

# WELLFOUND (Recruit Pro) - 10 monthly receipts ($149 each = $1,490)
19b1efc6320488df,2025-12-14,Wellfound,Your receipt from Wellfound #2763-2183,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Dec
19a847cbe41381c1,2025-11-14,Wellfound,Your receipt from Wellfound #2640-9888,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Nov
199e4d9bfe4804df,2025-10-14,Wellfound,Your receipt from Wellfound #2595-3382,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Oct
1994a594a16a1cb3,2025-09-14,Wellfound,Your receipt from Wellfound #2221-3837,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Sep
198aab3bfaea07b0,2025-08-14,Wellfound,Your receipt from Wellfound #2535-9480,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Aug
1980b0e84ecf95b6,2025-07-14,Wellfound,Your receipt from Wellfound #2124-4188,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Jul
19770909c41cd715,2025-06-14,Wellfound,Your receipt from Wellfound #2615-9667,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Jun
196d0ec4791753f0,2025-05-14,Wellfound,Your receipt from Wellfound #2174-0744,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro May
196366c84fd87d64,2025-04-14,Wellfound,Your receipt from Wellfound #2435-8412,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Apr
195968d9fa592e23,2025-03-14,Wellfound,Your receipt from Wellfound #2325-4066,invoice+statements+acct_15VQADJFGfVlHhpo@stripe.com,Software,149.00,high,Recruit Pro Mar

# SENTRY - 15 monthly receipts (~$95 each = ~$1,400)
19b34087bc3287e6,2025-12-19,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,95.28,high,Promptfoo monitoring Dec
19a9989b132be83f,2025-11-19,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,95.28,high,Promptfoo monitoring Nov
199f9e496c953649,2025-10-19,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,95.28,high,Promptfoo monitoring Oct
1995f65dc8df3540,2025-09-19,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,95.28,high,Promptfoo monitoring Sep
198bfc1eacfd8800,2025-08-19,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,95.28,high,Promptfoo monitoring Aug
1988c2f95cc46997,2025-08-09,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,,medium,
198200196753a344,2025-07-19,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,,medium,
197ec817e9cd59f1,2025-07-09,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,,medium,
19785851ad168b93,2025-06-19,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,,medium,
19752004a4a5eef4,2025-06-09,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,,medium,
1971cbbb8c23ed85,2025-05-29,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,,medium,
196eec052871841e,2025-05-20,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,,medium,
196e5de07de6f2e4,2025-05-19,Sentry,Payment Receipt,noreply@md.getsentry.com,Software,,medium,

# IKEA - 1 receipt ($3,032)
198d8e2dce71047b,2025-08-23,IKEA,IKEA - Thank you for your recent purchase,no.reply@ikea.com,Equipment,3032.24,critical,Office furniture

# AIRBNB - 3 receipts
199d07a2343449e2,2025-10-10,Airbnb,Your receipt from Airbnb,automated@airbnb.com,Travel,,high,
199cf930a8534edf,2025-10-10,Airbnb,Your receipt from Airbnb,automated@airbnb.com,Travel,,high,
199c5c2f9965c13d,2025-10-08,Airbnb,Your receipt from Airbnb,automated@airbnb.com,Travel,,high,

# HOTELS.COM - 12 confirmations
19b3761df2f6a5b6,2025-12-19,Hotels.com,Hotels.com travel confirmation - Fri Dec 19 - Itinerary # 73330997844005,hotels@eg.hotels.com,Travel,,high,
19b30488f85571bc,2025-12-18,Hotels.com,Hotels.com travel confirmation - Thu Dec 18 - Itinerary # 73329862006439,hotels@eg.hotels.com,Travel,,high,
19afce0dbbdf7952,2025-12-08,Hotels.com,Hotels.com travel confirmation - Sun Dec 14 - Itinerary # 73322074356650,hotels@eg.hotels.com,Travel,,high,
19ad7c18e67f4b4d,2025-11-30,Hotels.com,Hotels.com travel confirmation - Tue Dec 2 - Itinerary # 72068757785901,hotels@eg.hotels.com,Travel,,high,
19abf2a627f10ed7,2025-11-26,Hotels.com,Hotels.com travel confirmation - Sun Nov 30 - Itinerary # 73310829235079,hotels@eg.hotels.com,Travel,,high,
19a1c642fb52b1ba,2025-10-25,Hotels.com,Hotels.com travel confirmation - Sun Oct 26 - Itinerary # 72067501148915,hotels@eg.hotels.com,Travel,,high,
19a047392925e6c1,2025-10-20,Hotels.com,Hotels.com travel confirmation - Mon Oct 20 - Itinerary # 73279725832675,hotels@eg.hotels.com,Travel,,high,
1995938352455a08,2025-09-17,Hotels.com,Hotels.com travel confirmation - Mon Sep 29 - Itinerary # 72066322309940,hotels@eg.hotels.com,Travel,,high,
1994c0adce5f1acb,2025-09-15,Hotels.com,Hotels.com travel confirmation - Sun Sep 28 - Itinerary # 73242588890485,hotels@eg.hotels.com,Travel,,high,
199410b889f2c52f,2025-09-12,Hotels.com,Hotels.com travel confirmation - Sun Sep 21 - Itinerary # 73240405543265,hotels@eg.hotels.com,Travel,,high,
19940ab99b7d8803,2025-09-12,Hotels.com,Hotels.com travel confirmation - Sat Sep 13 - Itinerary # 73240348968628,hotels@eg.hotels.com,Travel,,high,
19892c26cb92f52d,2025-08-10,Hotels.com,Hotels.com travel confirmation - Sun Aug 17 - Itinerary # 73202929163890,hotels@eg.hotels.com,Travel,,high,

# MEDIUM PRIORITY - MEALS/RIDESHARE
# ============================================================

# DOORDASH - 50 order confirmations
19b3e38595497f1f,2025-12-21,DoorDash CVS,Final receipt for Michael from CVS,no-reply@doordash.com,Supplies,25.00,medium,
19b3df297bda9b94,2025-12-20,DoorDash Non La,Order Confirmation for Michael from Non La,no-reply@doordash.com,Meals,24.67,medium,
19b3788451aa4dc5,2025-12-19,DoorDash Dim Sum Sam,Order Confirmation for Michael from Dim Sum Sam,no-reply@doordash.com,Meals,31.30,medium,
19b332f040eaecc7,2025-12-18,DoorDash Hummus Med,Order Confirmation for Michael from Hummus Mediterranean,no-reply@doordash.com,Meals,28.00,medium,
19b2ff4f49dc870a,2025-12-18,DoorDash Clay Oven,Order Confirmation for Michael from Clay Oven Cuisine,no-reply@doordash.com,Meals,32.00,medium,
19b2e4ce72c9a623,2025-12-17,DoorDash Rise Woodfire,Order Confirmation for Michael from Rise Woodfire,no-reply@doordash.com,Meals,35.00,medium,
19b2ac72e631f576,2025-12-17,DoorDash samikcha momo,Order Confirmation for Michael from samikcha momo,no-reply@doordash.com,Meals,28.00,medium,
19b140899cc3c45d,2025-12-12,DoorDash Taco Mahal,Order Confirmation for Michael from Taco Mahal,no-reply@doordash.com,Meals,,medium,
19b0f9337b982dc1,2025-12-11,DoorDash Levain,Order Confirmation for Michael from Levain Bakery,no-reply@doordash.com,Meals,,medium,
19b0f92ca227aa10,2025-12-11,DoorDash Simo Pizza,Order Confirmation for Michael from Simo Pizza,no-reply@doordash.com,Meals,,medium,
19b0b46986a0e1fe,2025-12-11,DoorDash Wegmans,Final receipt for Michael from Wegmans,no-reply@doordash.com,Supplies,,medium,
19b09caadb44e84d,2025-12-10,DoorDash Non La,Order Confirmation for Michael from Non La,no-reply@doordash.com,Meals,,medium,
19b09c393178bbb5,2025-12-10,DoorDash Soothr Thai,Order Confirmation for Michael from Soothr Thai,no-reply@doordash.com,Meals,,medium,
19b05a4f365d108c,2025-12-10,DoorDash Tofu Tofu,Order Confirmation for Michael from Tofu Tofu,no-reply@doordash.com,Meals,,medium,
19b04dc4ad286396,2025-12-09,DoorDash Pepe Rosso,Order Confirmation for Michael from Pepe Rosso,no-reply@doordash.com,Meals,,medium,
19affee3131b84f8,2025-12-08,DoorDash Coreanos,Order Confirmation for Michael from Coreanos,no-reply@doordash.com,Meals,,medium,
19aff9e417001de2,2025-12-08,DoorDash Ox9,Order Confirmation for Michael from Ox9 Lanzhou,no-reply@doordash.com,Meals,,medium,
19af718b7e0f408a,2025-12-07,DoorDash YinTang,Order Confirmation for Michael from YinTang Spicy Hot Pot,no-reply@doordash.com,Meals,,medium,
19aeb2a0af9002e5,2025-12-04,DoorDash Kajiken,Order Confirmation for Michael from Kajiken Ramen,no-reply@doordash.com,Meals,,medium,
19ae73c4f16940d4,2025-12-04,DoorDash Rise Woodfire,Order Confirmation for Michael from Rise Woodfire,no-reply@doordash.com,Meals,,medium,
19ae5d6693acdd1a,2025-12-03,DoorDash Hummus Med,Order Confirmation for Michael from Hummus Mediterranean,no-reply@doordash.com,Meals,,medium,
19adb93a9ae99992,2025-12-01,DoorDash Ox9,Order Confirmation for Michael from Ox9 Lanzhou,no-reply@doordash.com,Meals,,medium,
